vi,en
"Cảnh báo, máy xúc số ba hư motor rồi, báo cáo giám sát!","Warning, excavator number three has motor failure, report to the supervisor!"
"Nhanh lên, bơm chìm không khởi động được, gọi đội bảo trì!","Hurry up, the submersible pump won't start, call the maintenance team!"
"Báo cáo tổ đội, máy rải nhựa hư motor rồi.","Report to the crew, the asphalt paver has motor failure."
"Lưu ý, máy xúc số ba vừa bốc khói, kiểm tra lẹ giùm mình!","Attention, excavator number three just emitted smoke, please check it immediately!"
"Trời ơi, cẩu tháp vừa bốc khói, lập biên bản!","Oh my god, the tower crane just emitted smoke, make a report!"
"Khẩn cấp, cẩu tháp bị nổ lốp, gọi đội bảo trì!","Urgent, the tower crane has a tire blowout, call the maintenance team!"
"Lưu ý, xe cẩu không khởi động được, gọi đội bảo trì!","Attention, the crane truck won't start, call the maintenance team!"
"Ê bạn ơi, máy đóng cọc bị tuột sên, báo cáo giám sát!","Hey buddy, the pile driver slipped its chain, report to the supervisor!"
"Cảnh báo, xe ủi bị xì nhớt thủy lực, lập biên bản!","Warning, the bulldozer is leaking hydraulic fluid, make a report!"
"Ê bạn ơi, máy xúc số ba bị kẹt cứng rồi, dừng máy ngay!","Hey buddy, excavator number three is jammed, stop the machine immediately!"
"Trời ơi, máy trộn bê tông bị tuột sên, kiểm tra lẹ giùm mình!","Oh my god, the concrete mixer slipped its chain, please check it immediately!"
"Anh em ơi, máy hàn vừa bốc khói, gọi thợ sửa đi!","Guys, the welding machine just emitted smoke, call the repairman!"
"Cảnh báo, máy hàn không khởi động được, gọi thợ sửa đi!","Warning, the welding machine won't start, call the repairman!"
"Lưu ý, máy xúc số ba hư motor rồi, báo cáo giám sát!","Attention, excavator number three has motor failure, report to the supervisor!"
"Báo cáo giám sát, máy xúc số ba bị rò điện.","Report to supervisor, excavator number three has an electrical leakage."
"Cảnh báo, bơm chìm hư motor rồi, lập biên bản!","Warning, the submersible pump has motor failure, make a report!"
"Anh em ơi, xe ủi bị nổ lốp, kiểm tra lẹ giùm mình!","Guys, the bulldozer has a tire blowout, please check it immediately!"
"Khẩn cấp, máy đóng cọc bị tuột sên, chụp hình lại!","Urgent, the pile driver slipped its chain, take a picture!"
"Trời ơi, máy xúc số ba vừa bốc khói, lập biên bản!","Oh my god, excavator number three just emitted smoke, make a report!"
"Cảnh báo, xe ủi không khởi động được, lập biên bản!","Warning, the bulldozer won't start, make a report!"
"Cảnh báo, bơm chìm không khởi động được, tránh xa ra!","Warning, the submersible pump won't start, stay away!"
"Cảnh báo, máy trộn bê tông hư motor rồi, tránh xa ra!","Warning, the concrete mixer has motor failure, stay away!"
"Anh em ơi, xe lu bị rò điện, gọi đội bảo trì!","Guys, the road roller has an electrical leakage, call the maintenance team!"
"Trời ơi, cẩu tháp hư motor rồi, chụp hình lại!","Oh my god, the tower crane has motor failure, take a picture!"
"Báo cáo giám sát, máy xúc số ba bị kẹt cứng rồi.","Report to supervisor, excavator number three is jammed."
"Nhanh lên, máy đóng cọc vừa bốc khói, lập biên bản!","Hurry up, the pile driver just emitted smoke, make a report!"
"Trời ơi, cẩu tháp bị rò điện, gọi thợ sửa đi!","Oh my god, the tower crane has an electrical leakage, call the repairman!"
"Lưu ý, máy xúc số ba bị nổ lốp, chụp hình lại!","Attention, excavator number three has a tire blowout, take a picture!"
"Khẩn cấp, máy xúc số ba bị kẹt cứng rồi, gọi đội bảo trì!","Urgent, excavator number three is jammed, call the maintenance team!"
"Cảnh báo, xe cẩu hư motor rồi, kiểm tra lẹ giùm mình!","Warning, the crane truck has motor failure, please check it immediately!"
"Cảnh báo, máy trộn bê tông bị xì nhớt thủy lực, gọi đội bảo trì!","Warning, the concrete mixer is leaking hydraulic fluid, call the maintenance team!"
"Cảnh báo, máy trộn bê tông bị tuột sên, gọi đội bảo trì!","Warning, the concrete mixer slipped its chain, call the maintenance team!"
"Ê bạn ơi, bơm chìm bị tuột sên, chụp hình lại!","Hey buddy, the submersible pump slipped its chain, take a picture!"
"Báo cáo giám sát, máy rải nhựa bị rò điện.","Report to supervisor, the asphalt paver has an electrical leakage."
"Trời ơi, xe ủi đang kêu to lắm, chụp hình lại!","Oh my god, the bulldozer is making a loud noise, take a picture!"
"Khẩn cấp, máy trộn bê tông hư motor rồi, lập biên bản!","Urgent, the concrete mixer has motor failure, make a report!"
"Báo cáo chỉ huy trưởng, máy xúc số ba bị kẹt cứng rồi.","Report to site manager, excavator number three is jammed."
"Anh em ơi, máy trộn bê tông bị tuột sên, báo cáo giám sát!","Guys, the concrete mixer slipped its chain, report to the supervisor!"
"Khẩn cấp, xe cẩu không khởi động được, chụp hình lại!","Urgent, the crane truck won't start, take a picture!"
"Nhanh lên, xe lu bị tuột sên, lập biên bản!","Hurry up, the road roller slipped its chain, make a report!"
"Nhanh lên, xe lu bị xì nhớt thủy lực, tránh xa ra!","Hurry up, the road roller is leaking hydraulic fluid, stay away!"
"Lưu ý, xe cẩu bị nổ lốp, gọi đội bảo trì!","Attention, the crane truck has a tire blowout, call the maintenance team!"
"Trời ơi, máy trộn bê tông bị kẹt cứng rồi, cúp điện khẩn cấp!","Oh my god, the concrete mixer is jammed, cut the power urgently!"
"Lưu ý, máy đóng cọc đang kêu to lắm, cúp điện khẩn cấp!","Attention, the pile driver is making a loud noise, cut the power urgently!"
"Trời ơi, xe lu bị nổ lốp, cúp điện khẩn cấp!","Oh my god, the road roller has a tire blowout, cut the power urgently!"
"Nhanh lên, xe lu bị kẹt cứng rồi, báo cáo giám sát!","Hurry up, the road roller is jammed, report to the supervisor!"
"Báo cáo kỹ sư, xe ủi bị rò điện.","Report to engineer, the bulldozer has an electrical leakage."
"Cảnh báo, bơm chìm bị xì nhớt thủy lực, đổi máy khác!","Warning, the submersible pump is leaking hydraulic fluid, switch to another machine!"
"Anh em ơi, xe ủi bị nổ lốp, tránh xa ra!","Guys, the bulldozer has a tire blowout, stay away!"
"Trời ơi, xe lu bị tuột sên, gọi thợ sửa đi!","Oh my god, the road roller slipped its chain, call the repairman!"
"Lưu ý, máy hàn bị tuột sên, chụp hình lại!","Attention, the welding machine slipped its chain, take a picture!"
"Nhanh lên, máy hàn đang kêu to lắm, gọi thợ sửa đi!","Hurry up, the welding machine is making a loud noise, call the repairman!"
"Báo cáo kỹ sư, máy trộn bê tông hư motor rồi.","Report to engineer, the concrete mixer has motor failure."
"Nhanh lên, xe cẩu không khởi động được, đổi máy khác!","Hurry up, the crane truck won't start, switch to another machine!"
"Anh em ơi, máy trộn bê tông bị kẹt cứng rồi, gọi thợ sửa đi!","Guys, the concrete mixer is jammed, call the repairman!"
"Ê bạn ơi, máy đóng cọc bị nổ lốp, lập biên bản!","Hey buddy, the pile driver has a tire blowout, make a report!"
"Anh em ơi, cẩu tháp bị nổ lốp, gọi đội bảo trì!","Guys, the tower crane has a tire blowout, call the maintenance team!"
"Cảnh báo, máy hàn bị xì nhớt thủy lực, gọi đội bảo trì!","Warning, the welding machine is leaking hydraulic fluid, call the maintenance team!"
"Ê bạn ơi, xe lu bị rò điện, cúp điện khẩn cấp!","Hey buddy, the road roller has an electrical leakage, cut the power urgently!"
"Anh em ơi, máy hàn bị nổ lốp, cúp điện khẩn cấp!","Guys, the welding machine has a tire blowout, cut the power urgently!"
"Ê bạn ơi, máy đóng cọc vừa bốc khói, cúp điện khẩn cấp!","Hey buddy, the pile driver just emitted smoke, cut the power urgently!"
"Ê bạn ơi, xe lu bị xì nhớt thủy lực, đổi máy khác!","Hey buddy, the road roller is leaking hydraulic fluid, switch to another machine!"
"Ê bạn ơi, máy đóng cọc không khởi động được, lập biên bản!","Hey buddy, the pile driver won't start, make a report!"
"Lưu ý, máy trộn bê tông bị nổ lốp, gọi đội bảo trì!","Attention, the concrete mixer has a tire blowout, call the maintenance team!"
"Nhanh lên, máy trộn bê tông đang kêu to lắm, dừng máy ngay!","Hurry up, the concrete mixer is making a loud noise, stop the machine immediately!"
"Anh em ơi, máy rải nhựa bị nổ lốp, tránh xa ra!","Guys, the asphalt paver has a tire blowout, stay away!"
"Trời ơi, bơm chìm bị xì nhớt thủy lực, lập biên bản!","Oh my god, the submersible pump is leaking hydraulic fluid, make a report!"
"Cảnh báo, xe lu bị nổ lốp, chụp hình lại!","Warning, the road roller has a tire blowout, take a picture!"
"Cảnh báo, cẩu tháp bị tuột sên, gọi đội bảo trì!","Warning, the tower crane slipped its chain, call the maintenance team!"
"Trời ơi, cẩu tháp bị xì nhớt thủy lực, dừng máy ngay!","Oh my god, the tower crane is leaking hydraulic fluid, stop the machine immediately!"
"Khẩn cấp, cẩu tháp đang kêu to lắm, lập biên bản!","Urgent, the tower crane is making a loud noise, make a report!"
"Khẩn cấp, xe ủi bị rò điện, kiểm tra lẹ giùm mình!","Urgent, the bulldozer has an electrical leakage, please check it immediately!"
"Anh em ơi, máy đóng cọc bị nổ lốp, gọi đội bảo trì!","Guys, the pile driver has a tire blowout, call the maintenance team!"
"Lưu ý, máy rải nhựa bị nổ lốp, gọi đội bảo trì!","Attention, the asphalt paver has a tire blowout, call the maintenance team!"
"Cảnh báo, xe lu bị kẹt cứng rồi, kiểm tra lẹ giùm mình!","Warning, the road roller is jammed, please check it immediately!"
"Báo cáo cai thầu, máy đóng cọc bị kẹt cứng rồi.","Report to foreman, the pile driver is jammed."
"Anh em ơi, bơm chìm bị nổ lốp, gọi đội bảo trì!","Guys, the submersible pump has a tire blowout, call the maintenance team!"
"Ê bạn ơi, xe lu đang kêu to lắm, cúp điện khẩn cấp!","Hey buddy, the road roller is making a loud noise, cut the power urgently!"
"Cảnh báo, máy đóng cọc bị tuột sên, gọi thợ sửa đi!","Warning, the pile driver slipped its chain, call the repairman!"
"Anh em ơi, máy trộn bê tông bị kẹt cứng rồi, báo cáo giám sát!","Guys, the concrete mixer is jammed, report to the supervisor!"
"Trời ơi, xe cẩu không khởi động được, lập biên bản!","Oh my god, the crane truck won't start, make a report!"
"Anh em ơi, máy đóng cọc bị kẹt cứng rồi, lập biên bản!","Guys, the pile driver is jammed, make a report!"
"Ê bạn ơi, máy xúc số ba bị nổ lốp, kiểm tra lẹ giùm mình!","Hey buddy, excavator number three has a tire blowout, please check it immediately!"
"Ê bạn ơi, máy trộn bê tông đang kêu to lắm, gọi đội bảo trì!","Hey buddy, the concrete mixer is making a loud noise, call the maintenance team!"
"Khẩn cấp, xe cẩu bị rò điện, kiểm tra lẹ giùm mình!","Urgent, the crane truck has an electrical leakage, please check it immediately!"
"Khẩn cấp, xe cẩu bị nổ lốp, báo cáo giám sát!","Urgent, the crane truck has a tire blowout, report to the supervisor!"
"Lưu ý, máy hàn vừa bốc khói, tránh xa ra!","Attention, the welding machine just emitted smoke, stay away!"
"Lưu ý, máy trộn bê tông bị tuột sên, lập biên bản!","Attention, the concrete mixer slipped its chain, make a report!"
"Khẩn cấp, máy đóng cọc đang kêu to lắm, gọi thợ sửa đi!","Urgent, the pile driver is making a loud noise, call the repairman!"
"Báo cáo công nhân hàn, máy xúc số ba bị xì nhớt thủy lực.","Report to welder, excavator number three is leaking hydraulic fluid."
"Báo cáo kỹ sư, máy đóng cọc bị rò điện.","Report to engineer, the pile driver has an electrical leakage."
"Nhanh lên, xe cẩu bị tuột sên, báo cáo giám sát!","Hurry up, the crane truck slipped its chain, report to the supervisor!"
"Ê bạn ơi, máy xúc số ba bị xì nhớt thủy lực, lập biên bản!","Hey buddy, excavator number three is leaking hydraulic fluid, make a report!"
"Báo cáo anh thợ máy, cẩu tháp vừa bốc khói.","Report to mechanic, the tower crane just emitted smoke."
"Báo cáo giám sát, máy đóng cọc bị rò điện.","Report to supervisor, the pile driver has an electrical leakage."
